Princeton University,https://twitter.com/PrincetonUPress/,https://twitter.com/princetoncitp/,https://twitter.com/princeton/,https://twitter.com/princetonupress/
Harvard University,https://twitter.com/IndoPac_Info/,https://twitter.com/harvard/,https://twitter.com/Harvard/
Columbia University,https://twitter.com/columbia/,https://twitter.com/Columbia/
Massachusetts Institute of Technology,
Yale University,https://twitter.com/DKiernanSkelly/,https://twitter.com/Yale/,https://twitter.com/txtrumpette89/,https://twitter.com/SustWomen/,https://twitter.com/yalewestcampus/
Stanford University,https://twitter.com/Stanford/,https://twitter.com/stanford/,https://twitter.com/tombed/,https://twitter.com/CarolynBertozzi/,https://twitter.com/AmyZegart/
University of Chicago,https://twitter.com/uchicago/,https://twitter.com/UChicago/
University of Pennsylvania,https://twitter.com/PennUltrasound/,https://twitter.com/PennEpiInst/,https://twitter.com/Penn/,https://twitter.com/kevinbmahoney/,https://twitter.com/KSusztak/
Northwestern University,https://twitter.com/haymarketbooks/,https://twitter.com/nuequipstaff/,https://twitter.com/ResearchNU/,https://twitter.com/007solutions/,https://twitter.com/researchnu/
Duke University,https://twitter.com/DukeU/,https://twitter.com/dukeoit/,https://twitter.com/dukepress/
Johns Hopkins University,https://twitter.com/jhupress/,https://twitter.com/johnshopkins?lang=no/,http://twitter.com/rmathematicus/,https://twitter.com/gmbritton/,https://twitter.com/hopkinsengineer/
California Institute of Technology,https://twitter.com/MLE_Online/,https://twitter.com/caltech/,https://twitter.com/caltechn/,https://twitter.com/Caltech/,https://twitter.com/caltech?lang=fr/
Darthmouth College,https://twitter.com/dartmouthdickey/,https://twitter.com/rickwasmith/,https://twitter.com/jamtothemusic/,https://twitter.com/_ToddBeane/,https://twitter.com/hashtag/
Brown University,https://twitter.com/brown_cds/,https://twitter.com/IVYconnect/,https://twitter.com/brownlibrary/,https://twitter.com/allisonmlevy/
University of Notre Dame,https://twitter.com/MikeMeltser/,https://twitter.com/notredame/,https://twitter.com/NotreDame/,https://twitter.com/ndstudgov/
Vanderbilt University,https://twitter.com/vandyhistory/,https://twitter.com/coachmattioli/,https://twitter.com/dragontaoran/,https://twitter.com/BFEichman/
Cornell University,https://twitter.com/cornelllunatic/,https://twitter.com/cornell/,https://twitter.com/Cornell/
Rice University,
Washington University in St. Louis,https://twitter.com/WUSTL/,https://twitter.com/washusecrets/,https://twitter.com/zhen_jason_he/,https://twitter.com/wustl/
University of California Los Angeles,
Emory University,https://twitter.com/emorydeptofmed/,https://twitter.com/emoryuniversity/,https://twitter.com/EmoryUniversity/,https://twitter.com/EmoryDeptofMed/,https://twitter.com/benktallmadge/
University of Californai Berkely,https://twitter.com/ucberkeley/,https://twitter.com/UCBerkeley/
University of SOuthern California,https://twitter.com/usc/,https://twitter.com/USC/
Georgetown University,https://twitter.com/freespeechgu/,https://twitter.com/FreeSpeechGU/,https://twitter.com/Stratfor/,https://twitter.com/georgetownlaw/,https://twitter.com/WPLyndaRobinson/
Carnegie Mellon University,https://twitter.com/TechExpoJobFair/,https://twitter.com/cmualumnihouse/,https://twitter.com/nrec_cmu/,https://twitter.com/cmu_uro_fso/
University of Michigan Ann Arbor,https://twitter.com/UMich/,https://twitter.com/michiganmuslims/,https://twitter.com/umich/
Wake Forest University,https://twitter.com/wfuconfessions/,https://twitter.com/wfnewscenter/,https://twitter.com/insidewfu/,https://twitter.com/WakeForestNews/,https://twitter.com/wakeforest/
University of Virginia,https://twitter.com/profnateb/,https://twitter.com/uva/,https://twitter.com/imauvaseven/,https://twitter.com/uva_rc/
Georgia Institute of Technology,https://twitter.com/georgiatechfb/,https://twitter.com/#!/,https://twitter.com/gt_sciences/,https://twitter.com/slsingh/,https://twitter.com/xiaoke_gan/
New York University,https://twitter.com/NYUGallatin/,https://twitter.com/NYUStern/,https://twitter.com/hashtag/,https://twitter.com/fakejohnsexton/
Tufts University,https://twitter.com/Tufts_Hemis/,https://twitter.com/fmlehman/,https://twitter.com/tuftsuniversity/,https://twitter.com/mysecretboston/
University of North Carolina Chapel Hill,https://twitter.com/uncpressblog/,https://twitter.com/unc/,https://twitter.com/moreheadplanet/,https://twitter.com/readkropotkin/
University of Rochester,https://twitter.com/urakpsi/,http://twitter.com/RocCityLibrary/,https://twitter.com/UofR/,https://twitter.com/hashtag/,https://twitter.com/UConn/
University of California Santa Barbara,https://twitter.com/dailynexus/,https://twitter.com/ucsbwomensoccer/,https://twitter.com/juergensmeyer/,https://twitter.com/smayadodge/,https://twitter.com/pstumpf5/
University of Florida,https://twitter.com/UFAdmissions/,https://twitter.com/zgator66/,https://twitter.com/ufwhisper/,https://twitter.com/ufindlayconfess/,https://twitter.com/UFNews/
University of California Irvine,https://twitter.com/UCIrvine/,https://twitter.com/ucirvine/
Boston College,https://twitter.com/bostonsecrets17/,https://twitter.com/BCBookmarks/,https://twitter.com/bclawreview/,https://twitter.com/BostonCollege/,https://twitter.com/peyson_raine/
University of California San Diego,https://twitter.com/ucsandiego/,https://twitter.com/bar_secrets/,https://twitter.com/ucsdnews/,https://twitter.com/hashtag/,https://twitter.com/UCSanDiego/
University of California Davis,https://twitter.com/UCDavisMagazine/,https://twitter.com/calaggiealumni/,https://twitter.com/askmssun/,https://twitter.com/ucdavisnews/,https://twitter.com/uc_alumni_uk/
Boston University,https://twitter.com/COMatBU/,https://twitter.com/bu_srj/,https://twitter.com/BUQuestrom/,https://twitter.com/hashtag/,https://twitter.com/letsrundotcom/
